customer_id,name,gender,past_3_years_bike_related_purchases,DOB,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1922,Ailene Tomkies,Female,7,11-11-1969,56,Speech Pathologist,n/a,High Net Worth,N,Yes,5
2007,Gail Scarrisbrick,Male,8,13-04-1970,55,Programmer I,Manufacturing,Mass Customer,N,Yes,15
2040,Gal Scardafield,Male,25,05-09-1969,56,VP Sales,Retail,Affluent Customer,N,Yes,12
2066,Skipp McLarens,Male,91,21-12-1969,56,Food Chemist,Health,High Net Worth,N,Yes,12
2087,Yehudi Sandon,Male,76,08-06-1969,56,Administrative Officer,IT,Mass Customer,N,Yes,15
2088,Ernie Wankel,Male,2,09-10-1969,56,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14
2098,Ame Tossell,Female,82,13-12-1969,56,Dental Hygienist,Health,High Net Worth,N,No,16
2106,Antons Ley,Male,91,19-03-1970,55,Project Manager,Financial Services,High Net Worth,N,Yes,13
2171,Laryssa Maes,Female,21,10-02-1970,55,Pharmacist,Health,High Net Worth,N,No,10
2237,Julia Walden,Female,83,26-06-1969,56,NA,n/a,Mass Customer,N,Yes,9
2240,Niall Hallifax,Male,4,25-07-1969,56,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16
2310,Jed Humpherston,Male,12,10-02-1970,55,Executive Secretary,n/a,High Net Worth,N,Yes,11
2418,Elspeth Brazil,Female,82,05-04-1970,55,Software Engineer III,Property,Mass Customer,N,Yes,13
2473,Davon ,Male,50,10-05-1970,55,Administrative Assistant I,Entertainment,Mass Customer,N,Yes,13
2559,Fulvia Bernini,Female,7,21-06-1969,56,Assistant Media Planner,Entertainment,High Net Worth,N,No,8
2565,Joannes Harbron,Female,62,17-08-1969,56,Junior Executive,Health,Affluent Customer,N,Yes,9
2771,Jamie Gildersleeve,Female,6,05-10-1969,56,Recruiting Manager,Retail,Affluent Customer,N,Yes,10
2809,Jenilee Lonsbrough,Female,44,11-08-1969,56,Statistician IV,Retail,Mass Customer,N,No,10
2885,Minnie Rolley,Female,70,03-07-1969,56,Compensation Analyst,Financial Services,Mass Customer,N,Yes,4
2896,Chryste Deaville,Female,5,25-03-1970,55,Financial Advisor,Financial Services,Mass Customer,N,Yes,12
2916,Lauren Adolfson,Male,23,03-08-1969,56,Product Engineer,Manufacturing,Affluent Customer,N,Yes,9
2957,Hurlee Helleckas,Male,66,21-11-1969,56,Social Worker,Health,Affluent Customer,N,No,11
3010,Tobye Cock,Female,16,20-05-1970,55,NA,n/a,Affluent Customer,N,No,5
3113,Wenonah Lethabridge,Female,52,06-12-1969,56,Teacher,Property,Mass Customer,N,Yes,18
3158,Korey Lansbury,Male,27,02-05-1970,55,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12
3199,Florry Neasam,Female,98,31-08-1969,56,Product Engineer,n/a,Mass Customer,N,Yes,15
3230,Calida Clardge,Female,31,14-02-1970,55,Executive Secretary,Financial Services,Mass Customer,N,No,12
3451,Ruprecht Loreit,Male,88,01-05-1970,55,Sales Associate,n/a,High Net Worth,N,No,10
3454,Akim Mathes,Male,15,09-06-1969,56,Web Designer III,n/a,Mass Customer,N,No,18
3489,Margo Fletcher,Female,90,30-10-1969,56,Help Desk Operator,Agriculture,Mass Customer,N,Yes,9
3501,Kayla Alentyev,Female,63,19-01-1970,55,Operator,Telecommunications,Mass Customer,N,Yes,18
3576,Rochette Ebbens,Female,10,19-09-1969,56,Account Coordinator,n/a,Mass Customer,N,No,11
3611,Uriah Chantree,Male,20,10-04-1970,55,Statistician II,n/a,Affluent Customer,N,Yes,10
3678,Tonya Worthington,Female,52,06-08-1969,56,Engineer IV,Manufacturing,Mass Customer,N,No,19
3741,Mollee Jeavons,Female,19,01-02-1970,55,Nurse,n/a,Affluent Customer,N,Yes,16
3766,Marcos Algar,Male,47,13-04-1970,55,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,19
3777,Letty Giacobelli,Female,13,12-06-1969,56,Cost Accountant,Financial Services,High Net Worth,N,Yes,6
3808,Cal Wilber,Male,66,11-10-1969,56,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,11
3816,Farra Klimkiewich,Female,93,26-10-1969,56,Safety Technician I,Property,Mass Customer,N,Yes,18
3947,Tanitansy McTrustam,Female,26,12-05-1970,55,GIS Technical Architect,n/a,Mass Customer,N,No,12
3958,Pincus Woodard,Male,8,27-04-1970,55,Actuary,Financial Services,Affluent Customer,N,Yes,16
3970,Modesty Storks,Female,73,27-11-1969,56,Sales Representative,Retail,High Net Worth,N,Yes,12
171,Halli Davidoff,Female,62,04-12-1970,55,Assistant Manager,Manufacturing,Mass Customer,N,No,10
270,Auberta Roundtree,Female,38,10-12-1970,55,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,17
417,Fernandina Brambley,Female,37,17-02-1971,54,Biostatistician IV,Agriculture,Mass Customer,N,No,15
489,Tresa Reeks,Female,18,31-05-1971,54,Senior Editor,Retail,Mass Customer,N,Yes,4
502,Rica Raveau,Female,39,24-12-1970,55,Teacher,Manufacturing,Mass Customer,N,No,18
508,Abagail Tordiffe,Female,94,18-01-1971,54,Project Manager,Property,Mass Customer,N,Yes,11
555,Jarib Senior,Male,99,08-11-1970,55,Junior Executive,Property,Mass Customer,N,No,4
627,Shanta Knill,Female,24,24-09-1970,55,NA,n/a,High Net Worth,N,No,10
645,Randolf Durant,Male,50,01-04-1971,54,Analyst Programmer,n/a,High Net Worth,N,No,11
682,Ole Euplate,Male,53,16-03-1971,54,Health Coach IV,Health,Affluent Customer,N,Yes,7
693,Bambi Hebblethwaite,Female,46,27-10-1970,55,NA,Financial Services,Affluent Customer,N,Yes,19
838,Hayden Heersema,Male,27,03-02-1971,54,Financial Advisor,Financial Services,High Net Worth,N,No,15
872,Suki Ivachyov,Female,47,28-04-1971,54,Structural Engineer,IT,Mass Customer,N,No,13
894,Catie Kibbey,Female,13,18-12-1970,55,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9
985,Aryn O'Halloran,Female,29,30-09-1970,55,Help Desk Operator,Retail,High Net Worth,N,No,15
1204,Trudy Huffy,Female,12,24-03-1971,54,Senior Developer,Manufacturing,Affluent Customer,N,Yes,16
1222,Barbey Ville,Female,83,01-11-1970,55,Account Executive,Property,Mass Customer,N,No,19
1261,Candice Lohde,Female,61,16-02-1971,54,Legal Assistant,Manufacturing,Mass Customer,N,No,4
1307,Emlyn Musgrave,Female,73,06-09-1970,55,Dental Hygienist,Health,High Net Worth,N,Yes,10
1346,Woody Dowthwaite,Male,9,19-06-1970,55,Administrative Assistant IV,Telecommunications,Mass Customer,N,No,19
1360,Maurice Blas,Male,41,04-07-1970,55,Design Engineer,Manufacturing,Mass Customer,N,Yes,15
1465,Wilona Osgood,Female,53,18-02-1971,54,Mechanical Systems Engineer,Financial Services,Mass Customer,N,Yes,5
1518,Dallon Greatreax,Male,66,02-01-1971,54,Safety Technician IV,Property,Affluent Customer,N,No,18
1615,Evvie Crack,Female,75,04-02-1971,54,NA,Entertainment,Mass Customer,N,Yes,7
1634,Jordana Beach,Female,20,31-08-1970,55,Director of Sales,Manufacturing,Affluent Customer,N,No,12
1923,Immanuel Farlamb,Male,52,23-08-1970,55,Health Coach IV,Health,Mass Customer,N,No,9
2020,Portia Proudlock,Female,50,06-05-1971,54,Biostatistician IV,Property,Affluent Customer,N,Yes,14
2023,Marco Denziloe,Male,15,11-01-1971,54,Associate Professor,n/a,High Net Worth,N,No,10
2131,Nettle Painter,Female,12,21-03-1971,54,Payment Adjustment Coordinator,n/a,Mass Customer,N,Yes,7
2215,Viola Wadhams,Female,50,20-02-1971,54,Structural Engineer,Financial Services,Mass Customer,N,Yes,18
2291,Guido Meynell,Male,67,13-04-1971,54,Accountant IV,Manufacturing,Affluent Customer,N,Yes,4
2579,Celka Demsey,Female,35,31-12-1970,54,Desktop Support Technician,Manufacturing,Mass Customer,N,No,16
2616,Andee Ormrod,Female,28,11-06-1970,55,Nurse,n/a,High Net Worth,N,Yes,13
2666,Lyle Eager,Male,2,16-02-1971,54,Occupational Therapist,Health,Mass Customer,N,No,9
2711,Steven Keetley,Male,52,31-08-1970,55,Biostatistician II,Health,Affluent Customer,N,No,6
2803,Ailsun Hawlgarth,Female,95,30-09-1970,55,Senior Editor,Retail,Mass Customer,N,Yes,11
2823,Weidar Antognazzi,Male,98,20-04-1971,54,Budget/Accounting Analyst IV,Property,Mass Customer,N,No,7
2825,Tammara Twigley,Female,28,22-05-1971,54,Budget/Accounting Analyst IV,Manufacturing,Affluent Customer,N,Yes,19
2846,Bryana Lindell,Female,66,15-08-1970,55,Nurse,Property,Mass Customer,N,No,14
2940,Wilek Adolf,Male,83,12-11-1970,55,Business Systems Development Analyst,n/a,Affluent Customer,N,Yes,14
2942,Garner Arnolds,Male,10,15-07-1970,55,Software Engineer III,n/a,High Net Worth,N,No,10
3042,Barris Trayton,Male,76,17-03-1971,54,Engineer II,Property,High Net Worth,N,Yes,15
3127,Tucker Lewsley,Male,39,31-01-1971,54,Research Nurse,Health,Mass Customer,N,No,10
3130,Krissy Robard,Female,53,25-01-1971,54,VP Product Management,Telecommunications,Mass Customer,N,No,17
3138,Wait Pardey,Male,34,19-02-1971,54,Paralegal,Financial Services,Mass Customer,N,Yes,6
3317,Ric Kondrachenko,Male,35,08-07-1970,55,Actuary,Financial Services,Mass Customer,N,Yes,11
3604,Findlay Lubman,Male,3,09-04-1971,54,VP Quality Control,Health,High Net Worth,N,Yes,9
3636,Trudi Bickerstasse,Female,42,24-06-1970,55,Director of Sales,Financial Services,Mass Customer,N,Yes,18
3643,Bettye Dumberrill,Female,62,08-02-1971,54,Technical Writer,n/a,Mass Customer,N,No,15
3725,Elisha Venny,Male,37,21-07-1970,55,Research Assistant II,n/a,Mass Customer,N,Yes,5
3768,Christina Grevatt,Female,44,17-01-1971,54,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14
3799,Violetta Monnery,Female,94,28-01-1971,54,Tax Accountant,Property,High Net Worth,N,No,18
3801,Auberta Andrault,Female,76,06-03-1971,54,Research Nurse,Health,Mass Customer,N,Yes,17
3802,Leila Elcombe,Female,9,27-10-1970,55,Chief Design Engineer,Telecommunications,High Net Worth,N,Yes,5
3877,Georgine Poutress,Female,55,28-01-1971,54,Account Coordinator,n/a,High Net Worth,N,No,11
3881,Olivie Nazair,Female,50,12-01-1971,54,NA,Financial Services,Affluent Customer,N,No,18
3955,Dido Austick,Female,87,05-08-1970,55,Geologist II,Agriculture,Mass Customer,N,Yes,7
46,Kaila Allin,Female,98,26-02-1972,53,NA,n/a,Affluent Customer,N,Yes,15
72,Sammy Cheese,Male,93,13-02-1972,53,Administrative Officer,Manufacturing,Affluent Customer,N,Yes,16
180,Trisha Neasham,Female,16,17-09-1971,54,Web Designer III,Agriculture,Affluent Customer,N,No,14
184,Nappie Paolo,Male,40,13-12-1971,54,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7
291,Aime Burston,Female,63,22-10-1971,54,Assistant Media Planner,Entertainment,Mass Customer,N,No,4
319,Madelle Matteris,Female,32,11-10-1971,54,NA,Retail,Mass Customer,N,Yes,14
325,Anthia Ghilardini,Female,98,26-09-1971,54,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Yes,17
405,Vivien Urion,Female,19,28-09-1971,54,NA,Manufacturing,High Net Worth,N,Yes,14
426,Emlyn Anstice,Female,10,02-06-1972,53,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,8
443,Lauree Leason,Female,21,26-03-1972,53,NA,Agriculture,High Net Worth,N,Yes,10
507,Gwen Jakubczyk,Female,98,05-07-1971,54,NA,Health,Mass Customer,N,No,7
605,Bart Creenan,Male,13,26-03-1972,53,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5
636,Alejandrina Canavan,Female,42,02-09-1971,54,Systems Administrator II,n/a,Mass Customer,N,No,19
711,Audrey Vickerman,Female,60,03-03-1972,53,NA,n/a,Affluent Customer,N,No,7
930,Evelina Dinan,Female,86,10-11-1971,54,Executive Secretary,Retail,Mass Customer,N,Yes,8
952,Marina Andresen,Female,34,13-06-1971,54,VP Sales,Financial Services,Affluent Customer,N,Yes,6
976,Andonis Slimmon,Male,10,21-10-1971,54,Graphic Designer,Financial Services,Affluent Customer,N,No,10
1171,Ilise Solloway,Female,32,15-08-1971,54,Human Resources Manager,n/a,Affluent Customer,N,Yes,8
1219,Kaine Parkeson,Male,93,04-11-1971,54,NA,Financial Services,Mass Customer,N,No,14
1303,Nollie Guilliatt,Male,64,27-04-1972,53,NA,Agriculture,Mass Customer,N,No,15
1422,Georgy Rickwood,Male,31,13-03-1972,53,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,16
1483,Beth Daile,Female,55,11-12-1971,54,Senior Quality Engineer,Telecommunications,Mass Customer,N,Yes,14
1567,Florri Ramsdell,Female,18,16-12-1971,54,Teacher,n/a,Mass Customer,N,No,16
1611,Terencio ,Male,93,22-11-1971,54,Developer IV,Health,High Net Worth,N,Yes,13
1619,Matteo Hallum,Male,83,22-12-1971,54,Staff Accountant III,n/a,Mass Customer,N,Yes,6
1635,Indira Robotham,Female,36,02-09-1971,54,Safety Technician IV,Financial Services,Mass Customer,N,No,7
1685,Marya Milington,Female,32,16-03-1972,53,Budget/Accounting Analyst III,IT,Mass Customer,N,No,8
1698,Christabella Eldredge,Female,58,24-08-1971,54,NA,Health,Affluent Customer,N,Yes,18
1744,Phoebe Kahen,Female,41,21-01-1972,53,Nurse Practicioner,Financial Services,High Net Worth,N,No,12
1758,Helli Cooksley,Female,16,28-10-1971,54,Administrative Assistant I,Agriculture,Mass Customer,N,Yes,6
1821,Fields Bayne,Male,89,09-03-1972,53,Web Developer IV,Entertainment,High Net Worth,N,Yes,15
1855,Foss Yanele,Male,2,08-07-1971,54,Librarian,Entertainment,Mass Customer,N,Yes,18
2002,Matilde Hamsher,Female,55,20-06-1971,54,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12
2033,Mar Philippon,Male,36,31-08-1971,54,Dental Hygienist,Health,High Net Worth,N,No,10
2105,Terrance Goligher,Male,29,11-11-1971,54,Food Chemist,Health,High Net Worth,N,Yes,6
2113,Nita Bushell,Female,91,06-01-1972,53,Internal Auditor,Manufacturing,Affluent Customer,N,No,17
2137,Renie ,Female,46,22-06-1971,54,Chemical Engineer,Manufacturing,Affluent Customer,N,No,5
2160,Kettie Cantopher,Female,64,26-06-1971,54,Recruiter,Health,Mass Customer,N,Yes,15
2183,Jillie Fyndon,Female,61,07-02-1972,53,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7
2184,Lamar Gladman,Male,49,05-12-1971,54,Statistician III,Health,Mass Customer,N,No,11
2188,Zonnya Fayter,Female,85,03-04-1972,53,Nurse Practicioner,n/a,Mass Customer,N,No,17
2244,Sidney Cargon,Male,97,10-05-1972,53,Software Test Engineer III,Manufacturing,Mass Customer,N,No,5
2297,Pauletta Taffee,Female,16,27-11-1971,54,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,19
2352,Cilka Dabbes,Female,76,22-10-1971,54,Statistician II,n/a,Mass Customer,N,Yes,13
2362,Herbie Machans,Male,49,05-06-1972,53,Developer II,Financial Services,Affluent Customer,N,Yes,19
2382,Turner Huggens,Male,79,05-07-1971,54,Accounting Assistant III,Retail,Mass Customer,N,Yes,4
2480,Adey Shevlin,Female,3,26-12-1971,54,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,16
2501,Ora Meaddowcroft,Female,80,12-07-1971,54,Actuary,Financial Services,Mass Customer,N,Yes,10
2509,Danya Beadles,Male,99,07-07-1971,54,Help Desk Technician,Financial Services,Mass Customer,N,No,7
2548,Kristien Robberts,Female,11,30-07-1971,54,Chief Design Engineer,n/a,Mass Customer,N,No,13
2625,Kristal McRobbie,Female,45,16-03-1972,53,Research Assistant I,Manufacturing,Affluent Customer,N,Yes,8
2627,Hildegaard Gennrich,Female,7,29-10-1971,54,Budget/Accounting Analyst II,Retail,Mass Customer,N,Yes,12
2793,Mead Corkell,Male,77,16-06-1971,54,Research Nurse,Health,Affluent Customer,N,Yes,14
2852,Clarinda Noen,Female,20,22-07-1971,54,Biostatistician I,Property,High Net Worth,N,Yes,14
2868,Corina Thurlbeck,Female,20,21-05-1972,53,Technical Writer,Retail,High Net Worth,N,No,10
2923,Julie Kennagh,Female,46,30-11-1971,54,Teacher,n/a,Affluent Customer,N,Yes,4
2945,Arlan ,Male,79,26-05-1972,53,Safety Technician IV,n/a,Mass Customer,N,No,18
2962,Shari MacCallester,Female,26,12-07-1971,54,Information Systems Manager,Property,Mass Customer,N,No,15
2973,Torr Mintram,Male,34,12-05-1972,53,Senior Developer,Health,High Net Worth,N,No,5
3018,Ainsley Nissle,Female,16,24-08-1971,54,Recruiter,n/a,High Net Worth,N,Yes,15
3037,Leanora Isles,Female,30,27-10-1971,54,Legal Assistant,Financial Services,High Net Worth,N,Yes,18
3081,Dodi Volker,Female,61,25-07-1971,54,Mechanical Systems Engineer,n/a,High Net Worth,N,Yes,9
3083,Cirillo Duprey,Male,44,17-10-1971,54,NA,n/a,Mass Customer,N,Yes,12
3178,Gan Marrion,Male,21,28-09-1971,54,VP Quality Control,Retail,Mass Customer,N,Yes,9
3213,Marcile Vasiliev,Female,27,26-09-1971,54,NA,Telecommunications,Affluent Customer,N,Yes,16
3239,Wendi Hew,Female,15,06-12-1971,54,Staff Scientist,Health,High Net Worth,N,No,5
3331,Claire Trahar,Female,18,20-09-1971,54,Technical Writer,Financial Services,Mass Customer,N,No,8
3362,Piotr Saladin,Male,60,24-06-1971,54,VP Accounting,Financial Services,Affluent Customer,N,No,13
3389,Margo Saltmarshe,Female,27,01-06-1972,53,Programmer II,n/a,Affluent Customer,N,No,19
3398,Alberik Looks,Male,69,01-07-1971,54,NA,n/a,High Net Worth,N,Yes,7
3564,Sandy Olford,Male,43,15-05-1972,53,Programmer Analyst IV,n/a,High Net Worth,N,Yes,18
3580,Roby Samson,Female,61,24-04-1972,53,Occupational Therapist,Health,Mass Customer,N,No,10
3613,Fairfax Pummery,Male,27,21-04-1972,53,Budget/Accounting Analyst II,Health,Mass Customer,N,Yes,9
3647,Carlyle Frape,Male,62,07-11-1971,54,Marketing Manager,n/a,Affluent Customer,N,No,4
3687,Jessie Wards,Male,84,14-10-1971,54,Software Engineer III,Manufacturing,Mass Customer,N,Yes,14
3700,Lazar Restall,Male,64,06-09-1971,54,Associate Professor,Entertainment,Mass Customer,N,No,19
3705,Tedmund Clawsley,Male,26,04-12-1971,54,NA,Manufacturing,Mass Customer,N,Yes,15
3750,Yanaton Beacom,Male,78,14-04-1972,53,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,6
3778,Ilaire Redborn,Male,99,09-06-1971,54,Dental Hygienist,Health,High Net Worth,N,No,10
3831,Kory Mabson,Male,10,09-06-1971,54,Librarian,Entertainment,Affluent Customer,N,Yes,6
3842,Van Durnell,Male,24,11-07-1971,54,Staff Accountant II,n/a,Mass Customer,N,Yes,12
3975,Dianemarie Kidgell,Female,2,11-08-1971,54,Administrative Assistant I,Entertainment,Affluent Customer,N,No,18
3978,Kathlin Robker,Female,4,02-03-1972,53,Developer II,Financial Services,Mass Customer,N,No,5
9,Mala Lind,Female,97,10-03-1973,52,Business Systems Development Analyst,Agriculture,Affluent Customer,N,Yes,8
136,Mel Bennet,Male,46,26-05-1973,52,Senior Developer,Manufacturing,High Net Worth,N,Yes,7
281,Jeanette Sizzey,Female,51,27-12-1972,52,Cost Accountant,Financial Services,High Net Worth,N,Yes,8
296,Marshal Rathbone,Male,34,19-06-1972,53,NA,Health,High Net Worth,N,Yes,17
323,Celka Goodrich,Female,54,04-06-1973,52,Senior Developer,Health,Mass Customer,N,Yes,7
430,Janice Himsworth,Female,46,26-04-1973,52,Paralegal,Financial Services,High Net Worth,N,Yes,11
483,Bertrand Penkethman,Male,35,02-05-1973,52,Sales Representative,Retail,Affluent Customer,N,No,9
558,Allene Claypole,Female,96,25-05-1973,52,Programmer Analyst III,n/a,Mass Customer,N,No,8
595,Nikola Jeanon,Male,72,12-05-1973,52,VP Marketing,Financial Services,Mass Customer,N,No,22
620,Willy Langley,Female,54,26-03-1973,52,Financial Analyst,Financial Services,Mass Customer,N,Yes,5
642,Les Mines,Male,9,19-12-1972,53,Automation Specialist IV,Property,Mass Customer,N,No,12
699,Mirabella Richter,Female,16,04-08-1972,53,Account Representative IV,IT,Affluent Customer,N,Yes,16
749,Andreas Cosin,Male,47,01-08-1972,53,Environmental Specialist,Agriculture,Mass Customer,N,No,19
831,Teddy Keijser,Male,4,20-04-1973,52,Paralegal,Financial Services,Affluent Customer,N,No,11
834,Rudolf Brandes,Male,37,07-04-1973,52,Environmental Tech,Financial Services,Mass Customer,N,No,3
866,Stanislaus Gottelier,Male,28,05-01-1973,52,Associate Professor,n/a,Affluent Customer,N,Yes,14
867,Lura MacKim,Female,12,10-05-1973,52,VP Marketing,n/a,Mass Customer,N,No,17
922,Bekki Ralston,Female,52,10-10-1972,53,Operator,Financial Services,Mass Customer,N,No,19
928,Porty Clemmitt,Male,61,14-05-1973,52,Associate Professor,n/a,High Net Worth,N,Yes,18
981,Bud Smittoune,Male,0,19-02-1973,52,NA,Retail,Mass Customer,N,No,11
1166,Fannie Devil,Female,40,05-12-1972,53,Quality Control Specialist,Health,Affluent Customer,N,No,8
1242,Bartholomeo Meeke,Male,36,04-02-1973,52,Human Resources Assistant III,Property,High Net Worth,N,Yes,18
1257,Prentiss MacVicar,Male,40,19-06-1972,53,Assistant Professor,Property,Affluent Customer,N,Yes,9
1277,Elias Gerrie,Male,26,26-12-1972,53,Help Desk Technician,n/a,Mass Customer,N,Yes,9
1285,Tomkin Fudge,Male,44,23-05-1973,52,Office Assistant III,Manufacturing,Mass Customer,N,Yes,12
1317,Barrett Lindley,Male,2,18-01-1973,52,General Manager,Retail,Mass Customer,N,Yes,5
1362,Giuditta Dearlove,Female,20,20-02-1973,52,Account Executive,Manufacturing,Affluent Customer,N,Yes,15
1368,Aarika Magog,Female,54,14-04-1973,52,NA,Property,Mass Customer,N,No,4
1388,Carny Shilstone,Male,86,14-08-1972,53,Internal Auditor,Financial Services,Mass Customer,N,No,7
1445,Bettine Yoselevitch,Female,57,29-03-1973,52,Web Designer II,IT,Affluent Customer,N,No,18
1532,Marty Wiggall,Female,27,26-10-1972,53,VP Accounting,Financial Services,Mass Customer,N,Yes,10
1560,Tymon Blackstone,Male,14,12-01-1973,52,NA,Retail,Mass Customer,N,No,5
1641,Vasily Sturgeon,Male,29,01-09-1972,53,Community Outreach Specialist,Financial Services,Mass Customer,N,No,14
1802,Lizzie Duke,Female,3,11-04-1973,52,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,7
1870,Alikee Sjollema,Female,24,16-01-1973,52,Graphic Designer,n/a,Affluent Customer,N,No,9
1872,Leif Feeney,Male,75,28-05-1973,52,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14
1880,Garrett Dommett,Male,50,11-08-1972,53,NA,n/a,High Net Worth,N,No,17
1890,Carce Gunthorp,Male,89,08-10-1972,53,Analyst Programmer,Financial Services,Mass Customer,N,No,7
2012,Maisey Lavell,Female,55,07-09-1972,53,Health Coach I,Health,High Net Worth,N,No,4
2075,Devondra Jovis,Female,95,23-04-1973,52,Environmental Tech,Manufacturing,Mass Customer,N,No,8
2081,Gelya Coaker,Female,69,21-06-1972,53,Senior Editor,Financial Services,Mass Customer,N,No,13
2122,Osborne Nawton,Male,85,27-01-1973,52,Registered Nurse,Health,High Net Worth,N,Yes,11
2264,Tony Shirley,Female,18,17-07-1972,53,Occupational Therapist,Health,Affluent Customer,N,No,9
2381,Dulsea Pladen,Female,91,12-02-1973,52,Programmer I,Agriculture,Affluent Customer,N,Yes,5
2451,Upton Orford,Male,33,09-03-1973,52,Editor,Agriculture,Affluent Customer,N,Yes,18
2510,Nealson Lowdham,Male,43,10-04-1973,52,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,7
2637,Marcile Christley,Female,28,30-07-1972,53,Help Desk Operator,Retail,Mass Customer,N,Yes,11
2646,Jesselyn Di Biaggi,Female,14,11-10-1972,53,Sales Representative,Retail,Mass Customer,N,Yes,17
2675,Dayle Girardetti,Female,24,25-02-1973,52,Media Manager IV,Retail,Mass Customer,N,No,7
2850,Andie Shorto,Female,74,13-10-1972,53,Director of Sales,n/a,Mass Customer,N,Yes,5
2953,Hector Carwithan,Male,45,26-10-1972,53,Recruiting Manager,Health,High Net Worth,N,Yes,8
2965,Lynna Greenrod,Female,24,15-12-1972,53,NA,n/a,High Net Worth,N,No,8
2997,Jo-ann Carlile,Female,57,17-05-1973,52,Computer Systems Analyst II,Health,Affluent Customer,N,No,10
3007,Tudor Pepper,Male,38,22-05-1973,52,Environmental Tech,Manufacturing,Mass Customer,N,No,16
3051,Edi Lugton,Female,81,06-06-1973,52,NA,Manufacturing,Affluent Customer,N,Yes,7
3092,Hallie Blackden,Female,8,17-12-1972,53,Statistician IV,n/a,Affluent Customer,N,No,9
3220,Hunt Linn,Male,53,26-07-1972,53,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11
3226,Andi Whittet,Female,43,29-03-1973,52,NA,Entertainment,Affluent Customer,N,No,11
3243,Tim Besset,Male,24,19-05-1973,52,Media Manager I,Health,Mass Customer,N,No,7
3274,Tory Dosdell,Female,44,26-04-1973,52,NA,Financial Services,Mass Customer,N,Yes,18
3292,Hamlen Slograve,Male,71,09-04-1973,52,Web Designer I,Retail,Affluent Customer,N,Yes,3
3314,Blakelee Tassel,Female,50,31-10-1972,53,NA,Financial Services,Mass Customer,N,Yes,12
3323,Cortie Hamshar,Male,99,01-03-1973,52,Account Representative I,Health,High Net Worth,N,No,8
3327,Roma Le Gallo,Male,84,02-02-1973,52,Teacher,Manufacturing,Mass Customer,N,No,15
3408,Becka Bysaker,Female,10,11-07-1972,53,Tax Accountant,Manufacturing,Mass Customer,N,No,18
3417,Deedee Coxall,Female,91,18-02-1973,52,Social Worker,Health,Mass Customer,N,No,7
3562,Martynne Bullivant,Female,76,02-01-1973,52,Recruiting Manager,n/a,Affluent Customer,N,No,10
3569,Janel Daice,Female,24,18-05-1973,52,Senior Editor,n/a,Affluent Customer,N,No,12
3608,Conway Surgen,Male,86,17-05-1973,52,Nurse Practicioner,Agriculture,High Net Worth,N,No,8
3720,Adelice Tams,Female,23,15-08-1972,53,NA,n/a,Mass Customer,N,No,15
3834,Bianca Ricket,Female,59,31-10-1972,53,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11
3944,Urbain Sinnock,Male,28,04-05-1973,52,Engineer III,IT,Affluent Customer,N,No,3
28,Fee Zellmer,Male,5,30-09-1973,52,Senior Quality Engineer,Health,Affluent Customer,N,Yes,21
68,Dahlia Eddoes,Female,37,21-04-1974,51,Information Systems Manager,n/a,Affluent Customer,N,No,9
87,Fields Langdon,Male,78,23-04-1974,51,Editor,Financial Services,Mass Customer,N,No,8
147,Rea Pattrick,Female,32,06-12-1973,52,Analog Circuit Design manager,Health,Mass Customer,N,Yes,10
186,Mireielle Jeppe,Female,46,06-05-1974,51,Software Test Engineer I,Financial Services,Mass Customer,N,No,3
211,Beitris ,Female,6,04-03-1974,51,VP Marketing,Manufacturing,Mass Customer,N,Yes,5
227,Wendall McKeand,Male,99,14-08-1973,52,Accountant I,Entertainment,Mass Customer,N,No,18
237,Reginald Dartan,Male,18,07-03-1974,51,Account Coordinator,Property,High Net Worth,N,Yes,11
305,Cris Chellam,Female,1,17-03-1974,51,Financial Analyst,Financial Services,Mass Customer,N,No,11
306,Ruy Adanet,Male,19,02-08-1973,52,Registered Nurse,Health,High Net Worth,N,No,18
